AGS,Ort,2_Stimmen AfD,2_Stimmen CDU,2_Stimmen Die Linke,2_Stimmen FDP,2_Stimmen Grüne,2_Stimmen SPD,2_Stimmen Ungültige Stimmen,2_Stimmen andere Parteien,2_Stimmen gültige Stimmen,2_Anteil AfD,2_Anteil CDU,2_Anteil Die Linke,2_Anteil FDP,2_Anteil Grüne,2_Anteil SPD,2_Anteil Ungültige Stimmen,2_Anteil andere Parteien,2_Anteil gültige Stimmen,WKNr,Stimmen Wahlberechtigte,Stimmen Wähler,Anteil Wahlberechtigte,Anteil Wähler,Wahl,WK-Nr,WK-Name,Ebene,Ortname,Briefwahl_Sonderfall,Wahlberechtigte,Wähler,ungültige_1,gültige_1,CDU_1,DIE LINKE_1,SPD_1,AfD_1,GRÜNE_1,NPD_1,FDP_1,PIRATEN_1,FREIE WÄHLER_1,BüSo_1,MLPD_1,ÖDP_1,Die PARTEI_1,Bürgerkandidat_1,Der Auserwählte_1,Heimat Region Zwickau_1,Held_1,Hoyer_1,Internationalistisch. Bündnis_1,RINK_1,SGP_1,Wir sind LEIPZIGER_1,ungültige_2,gültige_2,CDU_2,DIE LINKE_2,SPD_2,AfD_2,GRÜNE_2,NPD_2,FDP_2,PIRATEN_2,FREIE WÄHLER_2,BüSo_2,MLPD_2,BGE_2,DiB_2,ÖDP_2,Die PARTEI_2,Tierschutzpartei_2,V-Partei³_2,2_Gewinner
14523050,Bergen,122,60,62,32,16,120,4,75,487,25.1,12.3,12.7,6.6,3.3,24.6,0.8,15.4,99.2,166,823,491,100.0,59.7,BW17,166,Vogtlandkreis,GE,Bergen,,820,547,7,540,179,70,49,172,10,x,24,x,x,x,x,x,x,x,x,x,x,x,x,36,x,x,5,542,148,74,56,181,18,6,36,1,2,0,2,1,2,1,7,6,1,AfD
14523060,Bösenbrunn,182,89,88,36,23,178,9,101,697,26.1,12.8,12.6,5.2,3.3,25.5,1.3,14.5,98.7,166,964,706,100.0,73.2,BW17,166,Vogtlandkreis,GE,Bösenbrunn,,976,627,10,617,198,92,54,193,22,x,25,x,x,x,x,x,x,x,x,x,x,x,x,33,x,x,9,618,175,106,67,183,22,4,28,1,7,0,1,1,0,1,12,10,0,AfD
14523080,Eichigt,245,113,120,46,26,232,8,157,939,26.1,12.0,12.8,4.9,2.8,24.7,0.8,16.7,99.2,166,1028,947,100.0,92.1,BW17,166,Vogtlandkreis,GE,Eichigt,,1031,683,11,672,230,94,57,223,19,x,31,x,x,x,x,x,x,x,x,x,x,x,x,18,x,x,11,672,199,99,58,225,19,13,31,3,6,0,0,3,1,1,7,7,0,AfD
14523090,Ellefeld,337,174,180,109,44,342,15,195,1381,24.4,12.6,13.0,7.9,3.2,24.8,1.1,14.1,98.9,166,1973,1396,100.0,70.8,BW17,166,Vogtlandkreis,GE,Ellefeld,,2196,1285,26,1259,530,143,137,298,43,x,71,x,x,x,x,x,x,x,x,x,x,x,x,37,x,x,18,1267,443,133,156,325,41,19,106,5,9,0,0,1,0,5,10,13,1,SPD
14523100,"Elsterberg, Stadt",511,254,257,143,81,516,17,287,2049,24.9,12.4,12.5,7.0,4.0,25.2,0.8,14.0,99.2,166,3275,2066,100.0,63.1,BW17,166,Vogtlandkreis,GE,"Elsterberg, Stadt",J,3509,3800,49,3751,1440,611,444,767,162,x,231,x,x,x,x,x,x,x,x,x,x,x,x,96,x,x,39,3761,1295,608,444,792,137,40,289,16,20,1,4,16,6,7,41,41,4,SPD
14523120,"Falkenstein/Vogtl., Stadt",1151,583,574,326,115,1173,50,792,4714,24.4,12.4,12.2,6.9,2.4,24.9,1.0,16.8,99.0,166,6767,4764,100.0,70.4,BW17,166,Vogtlandkreis,GE,"Falkenstein/Vogtl., Stadt",J,6930,5679,94,5585,2206,855,618,1268,167,x,302,x,x,x,x,x,x,x,x,x,x,x,x,169,x,x,79,5600,1923,845,646,1336,142,63,397,11,30,4,4,10,13,18,67,82,9,SPD
14523130,Grünbach,252,128,124,71,22,254,6,168,1019,24.7,12.6,12.2,7.0,2.2,24.9,0.6,16.5,99.4,166,1444,1025,100.0,71.0,BW17,166,Vogtlandkreis,GE,Grünbach,,1485,881,13,868,416,112,73,178,21,x,36,x,x,x,x,x,x,x,x,x,x,x,x,32,x,x,9,872,346,135,94,186,17,5,59,0,6,0,0,3,1,1,7,11,1,SPD
14523150,Heinsdorfergrund,304,152,146,86,35,303,11,151,1177,25.8,12.9,12.4,7.3,3.0,25.7,0.9,12.8,99.1,166,1654,1188,100.0,71.8,BW17,166,Vogtlandkreis,GE,Heinsdorfergrund,,1697,1083,22,1061,449,122,104,243,39,x,60,x,x,x,x,x,x,x,x,x,x,x,x,44,x,x,12,1071,398,128,109,247,34,7,74,3,22,0,2,1,0,6,15,22,3,AfD
14523160,"Klingenthal, Stadt",1238,635,623,315,114,1277,50,805,5007,24.7,12.7,12.4,6.3,2.3,25.5,1.0,16.1,99.0,166,6916,5057,100.0,73.1,BW17,166,Vogtlandkreis,GE,"Klingenthal, Stadt",J,7417,5527,65,5462,2207,753,474,1555,129,x,224,x,x,x,x,x,x,x,x,x,x,x,x,120,x,x,55,5472,1777,853,546,1575,128,51,351,10,43,3,5,14,6,13,31,61,5,SPD
14523170,"Lengenfeld, Stadt",1040,518,500,288,123,1022,44,635,4126,25.2,12.6,12.1,7.0,3.0,24.8,1.1,15.4,98.9,166,5792,4170,100.0,72.0,BW17,166,Vogtlandkreis,GE,"Lengenfeld, Stadt",,6048,3661,80,3581,1429,557,346,819,121,x,182,x,x,x,x,x,x,x,x,x,x,x,x,127,x,x,67,3594,1222,578,393,861,111,39,250,14,30,1,3,9,2,8,29,41,3,AfD
14523190,Limbach,193,102,103,75,30,193,6,90,786,24.6,13.0,13.1,9.5,3.8,24.6,0.8,11.5,99.2,166,1197,792,100.0,66.2,BW17,166,Vogtlandkreis,GE,Limbach,,1222,789,21,768,320,106,63,158,35,x,61,x,x,x,x,x,x,x,x,x,x,x,x,25,x,x,19,770,276,100,83,172,30,8,72,1,10,2,0,1,0,0,6,9,0,AfD
14523200,"Markneukirchen, Stadt",1031,497,511,315,142,1010,46,515,4021,25.6,12.4,12.7,7.8,3.5,25.1,1.1,12.8,98.9,166,6165,4067,100.0,66.0,BW17,166,Vogtlandkreis,GE,"Markneukirchen, Stadt",J,6509,5342,86,5256,2102,689,492,1353,175,x,295,x,x,x,x,x,x,x,x,x,x,x,x,150,x,x,68,5274,1633,691,606,1427,189,28,412,12,89,3,3,17,14,16,41,88,5,AfD
14523230,Mühlental,226,114,117,69,20,228,9,144,918,24.6,12.4,12.7,7.5,2.2,24.8,1.0,15.7,99.0,166,1105,927,100.0,83.9,BW17,166,Vogtlandkreis,GE,Mühlental,,1120,722,18,704,227,82,51,258,15,x,38,x,x,x,x,x,x,x,x,x,x,x,x,33,x,x,19,703,196,80,60,261,12,7,52,4,10,0,1,0,1,2,4,11,2,SPD
14523245,Muldenhammer,464,228,230,129,34,461,11,308,1854,25.0,12.3,12.4,7.0,1.8,24.9,0.6,16.6,99.4,166,2536,1865,100.0,73.5,BW17,166,Vogtlandkreis,GE,Muldenhammer,,2627,1715,30,1685,726,233,161,390,30,x,85,x,x,x,x,x,x,x,x,x,x,x,x,60,x,x,18,1697,631,247,186,412,26,15,117,0,21,0,1,0,0,8,11,22,0,AfD
14523260,"Netzschkau, Stadt",565,284,288,183,60,551,25,337,2268,24.9,12.5,12.7,8.1,2.6,24.3,1.1,14.9,98.9,166,3223,2293,100.0,71.1,BW17,166,Vogtlandkreis,GE,"Netzschkau, Stadt",,3393,2030,27,2003,721,310,234,494,64,x,115,x,x,x,x,x,x,x,x,x,x,x,x,65,x,x,23,2007,637,332,240,489,53,28,151,7,14,1,1,3,5,7,13,25,1,AfD
14523270,Neuensalz,335,168,164,93,24,331,10,225,1340,25.0,12.5,12.2,6.9,1.8,24.7,0.7,16.8,99.3,166,1801,1350,100.0,75.0,BW17,166,Vogtlandkreis,GE,Neuensalz,,1812,1274,18,1256,389,148,125,414,29,x,63,x,x,x,x,x,x,x,x,x,x,x,x,88,x,x,15,1259,358,168,119,434,19,22,83,2,9,0,3,4,4,2,8,23,1,AfD
14523280,Neumark,433,215,211,147,63,430,19,222,1721,25.2,12.5,12.3,8.5,3.7,25.0,1.1,12.9,98.9,166,2443,1740,100.0,71.2,BW17,166,Vogtlandkreis,GE,Neumark,,2498,1535,35,1500,537,213,158,392,67,x,99,x,x,x,x,x,x,x,x,x,x,x,x,34,x,x,25,1510,475,228,162,392,57,13,124,2,14,2,0,2,2,0,14,21,2,AfD
14523290,Neustadt/Vogtl.,178,88,83,45,16,170,6,106,686,25.9,12.8,12.1,6.6,2.3,24.8,0.9,15.5,99.1,166,842,692,100.0,82.2,BW17,166,Vogtlandkreis,GE,Neustadt/Vogtl.,,852,569,13,556,211,91,49,132,15,x,25,x,x,x,x,x,x,x,x,x,x,x,x,33,x,x,13,556,187,83,62,145,13,5,35,3,3,0,0,1,0,1,5,12,1,AfD
14523300,"Oelsnitz/Vogtl., Stadt",1610,794,801,462,151,1569,62,928,6315,25.5,12.6,12.7,7.3,2.4,24.8,1.0,14.7,99.0,166,8826,6377,100.0,72.3,BW17,166,Vogtlandkreis,GE,"Oelsnitz/Vogtl., Stadt",J,8906,6652,136,6516,2100,1111,699,1783,237,x,372,x,x,x,x,x,x,x,x,x,x,x,x,214,x,x,104,6548,1857,1176,815,1699,158,49,482,18,54,2,3,18,11,10,84,104,8,AfD
14523310,"Pausa-Mühltroff, Stadt",638,321,314,207,79,632,19,359,2550,25.0,12.6,12.3,8.1,3.1,24.8,0.7,14.1,99.3,166,4143,2569,100.0,62.0,BW17,166,Vogtlandkreis,GE,"Pausa-Mühltroff, Stadt",J,4305,3894,55,3839,1537,464,392,990,132,x,215,x,x,x,x,x,x,x,x,x,x,x,x,109,x,x,56,3838,1338,502,407,946,123,39,310,5,72,1,0,7,6,10,28,38,6,AfD
14523320,"Plauen, Stadt",9312,4659,4613,2816,1305,9245,378,5129,37079,25.1,12.6,12.4,7.6,3.5,24.9,1.0,13.8,99.0,166,51209,37457,100.0,73.1,BW17,166,Vogtlandkreis,GE,"Plauen, Stadt",,53016,39269,683,38586,11081,6501,5018,10705,1954,x,2434,x,x,x,x,x,x,x,x,x,x,x,x,893,x,x,523,38746,9846,6730,4606,10800,1366,396,2939,140,279,23,60,125,102,92,574,611,57,AfD
14523330,Pöhl,393,190,198,129,54,393,18,224,1581,24.9,12.0,12.5,8.2,3.4,24.9,1.1,14.2,98.9,166,2055,1599,100.0,77.8,BW17,166,Vogtlandkreis,GE,Pöhl,,2149,1381,26,1355,515,194,141,332,61,x,69,x,x,x,x,x,x,x,x,x,x,x,x,43,x,x,25,1356,452,199,126,354,49,10,106,4,16,1,4,2,2,4,8,16,3,AfD
14523340,"Reichenbach im Vogtland, Stadt",3113,1564,1562,868,328,3128,134,1856,12419,25.1,12.6,12.6,7.0,2.6,25.2,1.1,14.9,98.9,166,16978,12553,100.0,73.9,BW17,166,Vogtlandkreis,GE,"Reichenbach im Vogtland, Stadt",J,17702,13070,213,12857,4248,2295,1516,3282,431,x,699,x,x,x,x,x,x,x,x,x,x,x,x,386,x,x,147,12923,3722,2315,1591,3296,347,151,912,46,105,12,21,27,23,23,102,213,17,SPD
14523360,"Rodewisch, Stadt",952,474,478,259,98,931,41,600,3792,25.1,12.5,12.6,6.8,2.6,24.6,1.1,15.8,98.9,166,5330,3833,100.0,71.9,BW17,166,Vogtlandkreis,GE,"Rodewisch, Stadt",J,5451,5167,81,5086,1914,823,522,1204,152,x,275,x,x,x,x,x,x,x,x,x,x,x,x,196,x,x,56,5111,1647,859,559,1312,129,56,349,9,37,1,2,18,5,10,47,69,2,AfD
14523365,Rosenbach/Vogtl.,672,330,332,187,95,669,27,379,2664,25.2,12.4,12.5,7.0,3.6,25.1,1.0,14.2,99.0,166,3519,2691,100.0,76.5,BW17,166,Vogtlandkreis,GE,Rosenbach/Vogtl.,,3559,2256,32,2224,698,283,228,733,94,x,125,x,x,x,x,x,x,x,x,x,x,x,x,63,x,x,26,2230,637,308,232,709,81,23,149,6,28,3,0,3,7,1,18,22,3,AfD
14523370,"Schöneck/Vogtl., Stadt",475,235,232,134,66,455,21,259,1856,25.6,12.7,12.5,7.2,3.6,24.5,1.1,14.0,98.9,166,2657,1877,100.0,70.6,BW17,166,Vogtlandkreis,GE,"Schöneck/Vogtl., Stadt",,2722,1718,32,1686,673,223,167,438,63,x,89,x,x,x,x,x,x,x,x,x,x,x,x,33,x,x,31,1687,537,253,189,458,57,14,123,7,22,0,2,3,0,0,7,13,2,AfD
14523380,Steinberg,388,193,193,83,34,382,19,257,1530,25.4,12.6,12.6,5.4,2.2,25.0,1.2,16.8,98.8,166,2280,1549,100.0,67.9,BW17,166,Vogtlandkreis,GE,Steinberg,,2384,1440,35,1405,636,152,101,368,37,x,72,x,x,x,x,x,x,x,x,x,x,x,x,39,x,x,37,1403,560,163,116,394,31,13,73,1,16,0,2,3,0,0,13,18,0,AfD
14523410,Theuma,112,56,56,34,9,108,6,65,440,25.5,12.7,12.7,7.7,2.0,24.5,1.3,14.8,98.7,166,867,446,100.0,51.4,BW17,166,Vogtlandkreis,GE,Theuma,,861,663,16,647,221,75,54,207,28,x,35,x,x,x,x,x,x,x,x,x,x,x,x,27,x,x,16,647,194,94,51,213,14,5,50,1,6,1,0,1,3,2,3,9,0,AfD
14523420,Tirpersdorf,269,131,134,66,25,257,7,166,1048,25.7,12.5,12.8,6.3,2.4,24.5,0.7,15.8,99.3,166,1134,1055,100.0,93.0,BW17,166,Vogtlandkreis,GE,Tirpersdorf,,1176,767,15,752,266,122,75,204,18,x,38,x,x,x,x,x,x,x,x,x,x,x,x,29,x,x,6,761,242,118,78,216,17,13,45,2,6,1,0,2,0,0,11,9,1,AfD
14523430,"Treuen, Stadt",1241,631,610,326,151,1229,49,704,4892,25.4,12.9,12.5,6.7,3.1,25.1,1.0,14.4,99.0,166,6556,4941,100.0,75.4,BW17,166,Vogtlandkreis,GE,"Treuen, Stadt",J,6693,5168,86,5082,1851,706,489,1212,148,x,256,x,x,x,x,x,x,x,x,x,x,x,x,420,x,x,65,5103,1605,781,544,1348,159,48,349,19,57,6,2,8,9,9,55,101,3,AfD
14523440,Triebel/Vogtl.,178,92,89,44,19,178,5,130,730,24.4,12.6,12.2,6.0,2.6,24.4,0.7,17.8,99.3,166,1043,735,100.0,70.5,BW17,166,Vogtlandkreis,GE,Triebel/Vogtl.,,1067,646,12,634,214,108,51,182,26,x,32,x,x,x,x,x,x,x,x,x,x,x,x,21,x,x,10,636,194,106,72,167,16,6,38,1,20,1,0,1,0,0,3,10,1,AfD
14523450,Weischlitz,910,463,456,280,126,920,33,487,3642,25.0,12.7,12.5,7.7,3.5,25.3,0.9,13.4,99.1,166,4769,3675,100.0,77.1,BW17,166,Vogtlandkreis,GE,Weischlitz,,4969,3917,61,3856,1444,539,388,959,161,x,247,x,x,x,x,x,x,x,x,x,x,x,x,118,x,x,54,3863,1304,550,403,953,135,34,296,8,56,1,2,6,4,13,44,53,1,SPD
14523460,Werda,244,124,125,77,26,241,9,139,976,25.0,12.7,12.8,7.9,2.7,24.7,0.9,14.2,99.1,166,1266,985,100.0,77.8,BW17,166,Vogtlandkreis,GE,Werda,,1273,905,17,888,379,113,78,222,24,x,51,x,x,x,x,x,x,x,x,x,x,x,x,21,x,x,17,888,316,116,81,237,22,5,70,0,8,0,1,5,1,0,14,10,2,AfD
14524010,Bernsdorf,234,120,121,100,24,232,12,118,949,24.7,12.6,12.8,10.5,2.5,24.4,1.2,12.4,98.8,163,1817,961,100.0,52.9,BW17,163,Chemnitzer Umland - Erzgebirgskreis II,GE,Bernsdorf,,1856,1302,24,1278,485,193,137,315,38,x,110,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,17,1285,400,177,126,328,31,14,143,7,13,1,0,5,1,1,13,24,1,AfD
14524020,Callenberg,717,354,358,215,100,706,32,433,2883,24.9,12.3,12.4,7.5,3.5,24.5,1.1,15.0,98.9,163,4085,2915,100.0,71.4,BW17,163,Chemnitzer Umland - Erzgebirgskreis II,GE,Callenberg,,4120,3192,53,3139,1206,502,298,786,112,x,235,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,43,3149,1029,430,343,833,106,26,235,16,32,1,1,6,11,4,35,40,1,AfD
14524030,"Crimmitschau, Stadt",2687,1329,1336,801,294,2674,117,1557,10678,25.2,12.4,12.5,7.5,2.8,25.0,1.1,14.6,98.9,165,15208,10795,100.0,71.0,BW17,165,Zwickau,GE,"Crimmitschau, Stadt",J,15915,11549,528,11021,4044,2870,1489,x,459,x,1342,x,x,x,x,x,x,x,x,686,x,x,131,x,x,x,188,11361,3614,1905,1251,2858,318,88,842,40,90,8,16,26,19,21,82,165,18,AfD
14524040,Crinitzberg,293,142,148,87,21,288,10,202,1181,24.8,12.0,12.5,7.4,1.8,24.4,0.8,17.1,99.2,165,1580,1191,100.0,75.4,BW17,165,Zwickau,GE,Crinitzberg,,1681,1057,61,996,429,166,139,x,37,x,120,x,x,x,x,x,x,x,x,94,x,x,11,x,x,x,30,1027,402,98,95,266,15,12,82,5,12,5,0,1,1,5,14,14,0,AfD
14524050,Dennheritz,209,105,103,75,26,208,13,114,840,24.9,12.5,12.3,8.9,3.1,24.8,1.5,13.6,98.5,165,1095,853,100.0,77.9,BW17,165,Zwickau,GE,Dennheritz,,1119,784,37,747,336,111,111,x,27,x,105,x,x,x,x,x,x,x,x,49,x,x,8,x,x,x,10,774,293,83,83,177,24,16,74,1,9,0,0,1,0,1,5,6,1,AfD
14524060,Fraureuth,801,405,402,205,100,792,32,490,3195,25.1,12.7,12.6,6.4,3.1,24.8,1.0,15.3,99.0,165,4271,3227,100.0,75.6,BW17,165,Zwickau,GE,Fraureuth,,4418,3452,172,3280,1276,814,402,x,145,x,384,x,x,x,x,x,x,x,x,229,x,x,30,x,x,x,54,3398,1181,534,383,818,109,16,216,9,41,5,6,9,3,5,25,35,3,AfD
14524070,Gersdorf,449,227,224,160,46,457,24,265,1828,24.6,12.4,12.3,8.8,2.5,25.0,1.3,14.5,98.7,163,3315,1852,100.0,55.9,BW17,163,Chemnitzer Umland - Erzgebirgskreis II,GE,Gersdorf,,3477,2705,51,2654,924,454,288,687,107,x,194,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,57,2648,751,410,310,724,67,27,226,16,39,0,1,9,6,2,21,37,2,SPD
14524080,"Glauchau, Stadt",3476,1741,1732,1080,495,3470,114,1781,13775,25.2,12.6,12.6,7.8,3.6,25.2,0.8,12.9,99.2,165,18610,13889,100.0,74.6,BW17,165,Zwickau,GE,"Glauchau, Stadt",,19088,13511,592,12919,4516,3174,1832,x,650,x,1777,x,x,x,x,x,x,x,x,822,x,x,148,x,x,x,168,13343,4076,2312,1546,3045,485,131,1050,51,173,8,22,40,21,23,139,192,29,AfD
14524090,"Hartenstein, Stadt",713,365,360,206,61,727,33,497,2929,24.3,12.5,12.3,7.0,2.1,24.8,1.1,17.0,98.9,165,3687,2962,100.0,80.3,BW17,165,Zwickau,GE,"Hartenstein, Stadt",,3865,3057,185,2872,1292,514,314,x,96,x,359,x,x,x,x,x,x,x,x,259,x,x,38,x,x,x,44,3013,1136,345,232,863,62,22,210,3,24,4,6,5,3,16,26,55,1,SPD
14524100,Hartmannsdorf b. Kirchberg,245,117,115,73,25,226,12,145,946,25.9,12.4,12.2,7.7,2.6,23.9,1.3,15.3,98.7,165,1100,958,100.0,87.1,BW17,165,Zwickau,GE,Hartmannsdorf b. Kirchberg,,1088,663,36,627,304,93,90,x,15,x,82,x,x,x,x,x,x,x,x,38,x,x,5,x,x,x,11,652,280,59,63,148,15,3,53,1,10,2,0,0,0,2,9,6,1,AfD
14524110,Hirschfeld,140,67,69,36,11,143,6,94,560,25.0,12.0,12.3,6.4,2.0,25.5,1.1,16.8,98.9,165,938,566,100.0,60.3,BW17,165,Zwickau,GE,Hirschfeld,,1007,702,39,663,268,144,77,x,27,x,84,x,x,x,x,x,x,x,x,57,x,x,6,x,x,x,9,693,267,81,52,198,13,3,46,4,4,1,1,1,4,0,8,9,1,SPD
14524120,"Hohenstein-Ernstthal, Stadt",2093,1035,1060,665,265,2124,83,1151,8393,24.9,12.3,12.6,7.9,3.2,25.3,1.0,13.7,99.0,163,12385,8476,100.0,68.4,BW17,163,Chemnitzer Umland - Erzgebirgskreis II,GE,"Hohenstein-Ernstthal, Stadt",,12574,9045,147,8898,2969,1860,936,2109,308,x,716,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,80,8965,2608,1643,1013,2208,281,88,704,34,81,5,7,21,15,6,126,111,14,SPD
14524130,"Kirchberg, Stadt",1322,658,661,350,122,1292,54,794,5199,25.4,12.7,12.7,6.7,2.3,24.9,1.0,15.3,99.0,165,6891,5253,100.0,76.2,BW17,165,Zwickau,GE,"Kirchberg, Stadt",J,6985,5518,331,5187,1901,1240,661,x,176,x,646,x,x,x,x,x,x,x,x,495,x,x,68,x,x,x,92,5426,1709,814,545,1535,138,44,358,11,111,2,4,11,12,3,45,79,5,AfD
14524140,Langenbernsdorf,545,266,267,157,55,541,18,321,2152,25.3,12.4,12.4,7.3,2.6,25.1,0.8,14.9,99.2,165,2946,2170,100.0,73.7,BW17,165,Zwickau,GE,Langenbernsdorf,,2989,2446,118,2328,923,524,294,x,112,x,297,x,x,x,x,x,x,x,x,149,x,x,29,x,x,x,26,2420,846,313,236,648,62,30,177,5,34,5,4,6,1,9,17,26,1,AfD
14524150,Langenweißbach,390,195,194,132,37,406,16,228,1582,24.7,12.3,12.3,8.3,2.3,25.7,1.0,14.4,99.0,165,2034,1598,100.0,78.6,BW17,165,Zwickau,GE,Langenweißbach,,2087,1683,127,1556,533,390,178,x,59,x,205,x,x,x,x,x,x,x,x,174,x,x,17,x,x,x,47,1636,454,258,168,466,39,23,136,3,28,1,3,4,3,2,18,26,4,SPD
14524160,"Lichtenstein/Sa., Stadt",1691,848,838,504,233,1691,80,981,6786,24.9,12.5,12.3,7.4,3.4,24.9,1.2,14.5,98.8,163,9477,6866,100.0,72.4,BW17,163,Chemnitzer Umland - Erzgebirgskreis II,GE,"Lichtenstein/Sa., Stadt",J,9907,7749,122,7627,2556,1448,883,1847,300,x,593,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,98,7651,2265,1288,923,1901,264,62,565,24,139,4,4,11,20,13,62,98,8,AfD
14524170,Lichtentanne,999,496,502,359,106,996,43,516,3974,25.1,12.5,12.6,9.0,2.7,25.1,1.1,13.0,98.9,165,5266,4017,100.0,76.3,BW17,165,Zwickau,GE,Lichtentanne,,5508,4326,209,4117,1452,1074,527,x,154,x,554,x,x,x,x,x,x,x,x,321,x,x,35,x,x,x,64,4262,1406,697,471,995,115,26,385,10,39,3,3,6,6,16,25,56,3,AfD
14524180,"Limbach-Oberfrohna, Stadt",3161,1573,1577,1079,400,3138,115,1622,12550,25.2,12.5,12.6,8.6,3.2,25.0,0.9,12.9,99.1,163,19403,12665,100.0,65.3,BW17,163,Chemnitzer Umland - Erzgebirgskreis II,GE,"Limbach-Oberfrohna, Stadt",J,19950,14942,227,14715,5090,2593,1583,3627,572,x,1250,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,166,14776,4527,2155,1585,3683,471,148,1283,64,316,4,4,49,25,37,193,216,16,AfD
14524190,"Meerane, Stadt",2339,1163,1160,826,239,2282,84,1304,9313,25.1,12.5,12.5,8.9,2.6,24.5,0.9,14.0,99.1,165,11864,9397,100.0,79.2,BW17,165,Zwickau,GE,"Meerane, Stadt",J,12575,9230,473,8757,2802,1789,1147,x,329,x,1794,x,x,x,x,x,x,x,x,775,x,x,121,x,x,x,133,9097,2661,1308,1069,2393,236,147,791,31,149,8,10,24,8,17,126,101,18,AfD
14524200,Mülsen,1642,809,808,493,145,1623,65,963,6483,25.3,12.5,12.5,7.6,2.2,25.0,1.0,14.9,99.0,165,9141,6548,100.0,71.6,BW17,165,Zwickau,GE,Mülsen,,9580,7498,397,7101,2547,1718,755,x,276,x,1021,x,x,x,x,x,x,x,x,722,x,x,62,x,x,x,96,7402,2535,1051,692,1989,166,68,565,17,116,4,10,8,6,12,54,98,11,AfD
14524210,Neukirchen/Pleiße,617,310,314,223,79,627,24,330,2500,24.7,12.4,12.6,8.9,3.2,25.1,1.0,13.2,99.0,165,3281,2524,100.0,76.9,BW17,165,Zwickau,GE,Neukirchen/Pleiße,,3361,2568,137,2431,944,602,273,x,107,x,317,x,x,x,x,x,x,x,x,163,x,x,25,x,x,x,31,2537,810,398,258,625,81,16,224,5,37,1,4,10,5,7,17,37,2,SPD
14524220,Niederfrohna,371,184,189,121,42,374,10,184,1465,25.3,12.6,12.9,8.3,2.9,25.5,0.7,12.6,99.3,163,1874,1475,100.0,78.7,BW17,163,Chemnitzer Umland - Erzgebirgskreis II,GE,Niederfrohna,,1866,1274,17,1257,494,179,131,311,45,x,97,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,11,1263,419,159,134,316,33,13,102,2,46,0,0,1,4,3,13,17,1,SPD
14524230,"Oberlungwitz, Stadt",703,361,362,290,91,721,31,363,2891,24.3,12.5,12.5,10.0,3.1,24.9,1.1,12.6,98.9,163,4910,2922,100.0,59.5,BW17,163,Chemnitzer Umland - Erzgebirgskreis II,GE,"Oberlungwitz, Stadt",,4996,3884,63,3821,1384,612,363,983,137,x,342,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,45,3839,1192,610,351,995,121,36,380,11,41,0,2,11,9,6,44,27,3,SPD
14524240,Oberwiera,105,55,56,32,16,103,2,59,426,24.6,12.9,13.1,7.5,3.8,24.2,0.5,13.8,99.5,165,849,428,100.0,50.4,BW17,165,Zwickau,GE,Oberwiera,,864,608,26,582,218,116,86,x,26,x,87,x,x,x,x,x,x,x,x,42,x,x,7,x,x,x,6,602,201,104,59,140,21,5,47,6,8,0,1,0,0,1,1,7,1,AfD
14524250,Reinsdorf,1203,609,607,372,138,1210,38,715,4854,24.8,12.5,12.5,7.7,2.8,24.9,0.8,14.7,99.2,165,6157,4892,100.0,79.5,BW17,165,Zwickau,GE,Reinsdorf,,6408,4881,241,4640,1718,1105,558,x,212,x,614,x,x,x,x,x,x,x,x,379,x,x,54,x,x,x,62,4819,1634,743,493,1192,135,37,373,15,50,2,9,8,12,11,36,64,5,SPD
14524260,Remse,186,94,91,60,22,186,6,105,744,25.0,12.6,12.2,8.1,3.0,25.0,0.8,14.1,99.2,165,1429,750,100.0,52.5,BW17,165,Zwickau,GE,Remse,,1444,916,47,869,296,225,129,x,37,x,119,x,x,x,x,x,x,x,x,55,x,x,8,x,x,x,10,906,268,141,108,249,24,7,74,4,8,0,0,3,1,0,5,14,0,AfD
14524270,Schönberg,112,57,56,45,11,106,5,47,434,25.8,13.1,12.9,10.4,2.5,24.4,1.1,10.8,98.9,165,734,439,100.0,59.8,BW17,165,Zwickau,GE,Schönberg,,748,576,35,541,225,95,62,x,18,x,108,x,x,x,x,x,x,x,x,29,x,x,4,x,x,x,5,571,213,68,60,129,15,7,59,1,6,0,0,2,0,0,4,7,0,AfD
14524280,St. Egidien,416,210,213,136,51,425,13,261,1712,24.3,12.3,12.4,7.9,3.0,24.8,0.8,15.2,99.2,163,2594,1725,100.0,66.5,BW17,163,Chemnitzer Umland - Erzgebirgskreis II,GE,St. Egidien,,2696,1770,32,1738,624,302,122,471,72,x,147,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,22,1748,563,276,139,493,49,18,138,6,21,0,0,2,1,2,15,22,3,SPD
