AGS,Ort,KreisId,KreisName,Gewinner_Partei,Gewinner_Name,Gewinner_c,Partei_1,Partei_1_k,Partei_1_c,Partei_1_a,Partei_2,Partei_2_k,Partei_2_c,Partei_2_a,Partei_3,Partei_3_k,Partei_3_c,Partei_3_a,fließtext_rest
14628205,Klingenberg,158,SSOE,AfD,"Janich, Steffen",#009ee0,AfD,"Janich, Steffen",#009ee0,25.0,SPD,"Funke, Fabian",#e3000f,24.7,FREIE WÄHLER,"Fröse, Christoph",#f39401,14.2," +++ Fröse, Christoph (FREIE WÄHLER), 14.2% +++ Franke-Wöller, Dr. Corinna (CDU), 12.4% +++ Hahn, Dr. André (DIE LINKE), 12.3% +++ Jahn, Dirk (FDP), 6.6% +++ Haustein, Nino (GRÜNE), 3.2% +++ Zimmermann, Dirk Matthias (ÖDP), 1.5% +++ Mauksch, Roberto (dieBasis), 0.0%"
14628210,"Königstein/Sächs. Schw., Stadt",158,SSOE,AfD,"Janich, Steffen",#009ee0,AfD,"Janich, Steffen",#009ee0,25.2,SPD,"Funke, Fabian",#e3000f,24.4,FREIE WÄHLER,"Fröse, Christoph",#f39401,15.7," +++ Fröse, Christoph (FREIE WÄHLER), 15.7% +++ Franke-Wöller, Dr. Corinna (CDU), 12.9% +++ Hahn, Dr. André (DIE LINKE), 12.5% +++ Jahn, Dirk (FDP), 5.4% +++ Haustein, Nino (GRÜNE), 3.9% +++ Zimmermann, Dirk Matthias (ÖDP), 0.0% +++ Mauksch, Roberto (dieBasis), 0.0%"
14628220,Kreischa,158,SSOE,AfD,"Janich, Steffen",#009ee0,AfD,"Janich, Steffen",#009ee0,25.0,SPD,"Funke, Fabian",#e3000f,24.8,LINKE,"Hahn, Dr. André",#b5152b,12.5," +++ Hahn, Dr. André (DIE LINKE), 12.5% +++ Franke-Wöller, Dr. Corinna (CDU), 12.2% +++ Zimmermann, Dirk Matthias (ÖDP), 8.9% +++ Fröse, Christoph (FREIE WÄHLER), 6.2% +++ Jahn, Dirk (FDP), 6.1% +++ Haustein, Nino (GRÜNE), 2.9% +++ Mauksch, Roberto (dieBasis), 1.4%"
14628230,"Liebstadt, Stadt",158,SSOE,AfD,"Janich, Steffen",#009ee0,AfD,"Janich, Steffen",#009ee0,24.8,SPD,"Funke, Fabian",#e3000f,24.8,FREIE WÄHLER,"Fröse, Christoph",#f39401,16.2," +++ Fröse, Christoph (FREIE WÄHLER), 16.2% +++ Franke-Wöller, Dr. Corinna (CDU), 12.7% +++ Hahn, Dr. André (DIE LINKE), 12.7% +++ Jahn, Dirk (FDP), 6.3% +++ Haustein, Nino (GRÜNE), 2.5% +++ Zimmermann, Dirk Matthias (ÖDP), 0.0% +++ Mauksch, Roberto (dieBasis), 0.0%"
14628240,Lohmen,158,SSOE,AfD,"Janich, Steffen",#009ee0,AfD,"Janich, Steffen",#009ee0,24.9,SPD,"Funke, Fabian",#e3000f,24.8,FREIE WÄHLER,"Fröse, Christoph",#f39401,14.2," +++ Fröse, Christoph (FREIE WÄHLER), 14.2% +++ Hahn, Dr. André (DIE LINKE), 12.4% +++ Franke-Wöller, Dr. Corinna (CDU), 12.3% +++ Jahn, Dirk (FDP), 5.2% +++ Zimmermann, Dirk Matthias (ÖDP), 3.3% +++ Haustein, Nino (GRÜNE), 2.9% +++ Mauksch, Roberto (dieBasis), 0.0%"
14628250,Müglitztal,158,SSOE,AfD,"Janich, Steffen",#009ee0,AfD,"Janich, Steffen",#009ee0,25.0,SPD,"Funke, Fabian",#e3000f,24.8,FREIE WÄHLER,"Fröse, Christoph",#f39401,16.1," +++ Fröse, Christoph (FREIE WÄHLER), 16.1% +++ Hahn, Dr. André (DIE LINKE), 12.3% +++ Franke-Wöller, Dr. Corinna (CDU), 12.1% +++ Jahn, Dirk (FDP), 6.2% +++ Haustein, Nino (GRÜNE), 3.5% +++ Zimmermann, Dirk Matthias (ÖDP), 0.0% +++ Mauksch, Roberto (dieBasis), 0.0%"
14628260,"Neustadt in Sachsen, Stadt",158,SSOE,SPD,"Funke, Fabian",#e3000f,SPD,"Funke, Fabian",#e3000f,24.9,AfD,"Janich, Steffen",#009ee0,24.5,LINKE,"Hahn, Dr. André",#b5152b,12.6," +++ Hahn, Dr. André (DIE LINKE), 12.6% +++ Franke-Wöller, Dr. Corinna (CDU), 12.4% +++ Fröse, Christoph (FREIE WÄHLER), 10.7% +++ Zimmermann, Dirk Matthias (ÖDP), 6.1% +++ Jahn, Dirk (FDP), 5.8% +++ Haustein, Nino (GRÜNE), 2.0% +++ Mauksch, Roberto (dieBasis), 1.1%"
14628270,"Pirna, Stadt",158,SSOE,SPD,"Funke, Fabian",#e3000f,SPD,"Funke, Fabian",#e3000f,24.8,AfD,"Janich, Steffen",#009ee0,24.7,CDU,"Franke-Wöller, Dr. Corinna",#32302e,12.5," +++ Franke-Wöller, Dr. Corinna (CDU), 12.5% +++ Hahn, Dr. André (DIE LINKE), 12.4% +++ Fröse, Christoph (FREIE WÄHLER), 8.2% +++ Zimmermann, Dirk Matthias (ÖDP), 6.4% +++ Jahn, Dirk (FDP), 5.0% +++ Haustein, Nino (GRÜNE), 2.9% +++ Mauksch, Roberto (dieBasis), 2.7%"
14628300,"Rabenau, Stadt",158,SSOE,SPD,"Funke, Fabian",#e3000f,SPD,"Funke, Fabian",#e3000f,24.9,AfD,"Janich, Steffen",#009ee0,24.5,CDU,"Franke-Wöller, Dr. Corinna",#32302e,12.5," +++ Franke-Wöller, Dr. Corinna (CDU), 12.5% +++ Hahn, Dr. André (DIE LINKE), 12.2% +++ Fröse, Christoph (FREIE WÄHLER), 8.8% +++ Jahn, Dirk (FDP), 7.3% +++ Zimmermann, Dirk Matthias (ÖDP), 6.5% +++ Haustein, Nino (GRÜNE), 2.9% +++ Mauksch, Roberto (dieBasis), 0.4%"
14628310,"Rathen, Kurort",158,SSOE,AfD,"Janich, Steffen",#009ee0,AfD,"Janich, Steffen",#009ee0,26.3,SPD,"Funke, Fabian",#e3000f,24.1,FREIE WÄHLER,"Fröse, Christoph",#f39401,12.5," +++ Fröse, Christoph (FREIE WÄHLER), 12.5% +++ Franke-Wöller, Dr. Corinna (CDU), 12.1% +++ Hahn, Dr. André (DIE LINKE), 12.1% +++ Jahn, Dirk (FDP), 10.3% +++ Haustein, Nino (GRÜNE), 2.6% +++ Zimmermann, Dirk Matthias (ÖDP), 0.0% +++ Mauksch, Roberto (dieBasis), 0.0%"
14628320,Rathmannsdorf,158,SSOE,AfD,"Janich, Steffen",#009ee0,AfD,"Janich, Steffen",#009ee0,25.5,SPD,"Funke, Fabian",#e3000f,25.1,FREIE WÄHLER,"Fröse, Christoph",#f39401,17.5," +++ Fröse, Christoph (FREIE WÄHLER), 17.5% +++ Franke-Wöller, Dr. Corinna (CDU), 12.5% +++ Hahn, Dr. André (DIE LINKE), 12.2% +++ Jahn, Dirk (FDP), 4.6% +++ Haustein, Nino (GRÜNE), 2.6% +++ Zimmermann, Dirk Matthias (ÖDP), 0.0% +++ Mauksch, Roberto (dieBasis), 0.0%"
14628330,Reinhardtsdorf-Schöna,158,SSOE,SPD,"Funke, Fabian",#e3000f,SPD,"Funke, Fabian",#e3000f,25.2,AfD,"Janich, Steffen",#009ee0,25.0,FREIE WÄHLER,"Fröse, Christoph",#f39401,17.4," +++ Fröse, Christoph (FREIE WÄHLER), 17.4% +++ Hahn, Dr. André (DIE LINKE), 12.8% +++ Franke-Wöller, Dr. Corinna (CDU), 12.5% +++ Jahn, Dirk (FDP), 5.2% +++ Haustein, Nino (GRÜNE), 1.3% +++ Zimmermann, Dirk Matthias (ÖDP), 0.6% +++ Mauksch, Roberto (dieBasis), 0.0%"
14628340,Rosenthal-Bielatal,158,SSOE,AfD,"Janich, Steffen",#009ee0,AfD,"Janich, Steffen",#009ee0,25.5,SPD,"Funke, Fabian",#e3000f,25.1,FREIE WÄHLER,"Fröse, Christoph",#f39401,15.6," +++ Fröse, Christoph (FREIE WÄHLER), 15.6% +++ Franke-Wöller, Dr. Corinna (CDU), 12.4% +++ Hahn, Dr. André (DIE LINKE), 12.4% +++ Jahn, Dirk (FDP), 3.9% +++ Haustein, Nino (GRÜNE), 2.9% +++ Zimmermann, Dirk Matthias (ÖDP), 2.2% +++ Mauksch, Roberto (dieBasis), 0.0%"
14628360,"Sebnitz, Stadt",158,SSOE,SPD,"Funke, Fabian",#e3000f,SPD,"Funke, Fabian",#e3000f,25.0,AfD,"Janich, Steffen",#009ee0,24.8,FREIE WÄHLER,"Fröse, Christoph",#f39401,14.4," +++ Fröse, Christoph (FREIE WÄHLER), 14.4% +++ Hahn, Dr. André (DIE LINKE), 12.7% +++ Franke-Wöller, Dr. Corinna (CDU), 12.6% +++ Jahn, Dirk (FDP), 5.1% +++ Haustein, Nino (GRÜNE), 2.5% +++ Zimmermann, Dirk Matthias (ÖDP), 2.1% +++ Mauksch, Roberto (dieBasis), 0.7%"
14628370,"Stadt Wehlen, Stadt",158,SSOE,AfD,"Janich, Steffen",#009ee0,AfD,"Janich, Steffen",#009ee0,24.7,SPD,"Funke, Fabian",#e3000f,24.3,LINKE,"Hahn, Dr. André",#b5152b,12.9," +++ Hahn, Dr. André (DIE LINKE), 12.9% +++ Franke-Wöller, Dr. Corinna (CDU), 12.2% +++ Fröse, Christoph (FREIE WÄHLER), 12.2% +++ Jahn, Dirk (FDP), 6.5% +++ Zimmermann, Dirk Matthias (ÖDP), 4.2% +++ Haustein, Nino (GRÜNE), 2.9% +++ Mauksch, Roberto (dieBasis), 0.0%"
14628380,"Stolpen, Stadt",158,SSOE,SPD,"Funke, Fabian",#e3000f,SPD,"Funke, Fabian",#e3000f,25.5,AfD,"Janich, Steffen",#009ee0,25.0,CDU,"Franke-Wöller, Dr. Corinna",#32302e,12.8," +++ Franke-Wöller, Dr. Corinna (CDU), 12.8% +++ Hahn, Dr. André (DIE LINKE), 12.3% +++ Fröse, Christoph (FREIE WÄHLER), 10.2% +++ Jahn, Dirk (FDP), 6.8% +++ Zimmermann, Dirk Matthias (ÖDP), 4.1% +++ Haustein, Nino (GRÜNE), 2.5% +++ Mauksch, Roberto (dieBasis), 0.8%"
14628390,Struppen,158,SSOE,AfD,"Janich, Steffen",#009ee0,AfD,"Janich, Steffen",#009ee0,24.9,SPD,"Funke, Fabian",#e3000f,24.9,FREIE WÄHLER,"Fröse, Christoph",#f39401,14.6," +++ Fröse, Christoph (FREIE WÄHLER), 14.6% +++ Franke-Wöller, Dr. Corinna (CDU), 12.7% +++ Hahn, Dr. André (DIE LINKE), 12.4% +++ Jahn, Dirk (FDP), 5.7% +++ Haustein, Nino (GRÜNE), 3.2% +++ Zimmermann, Dirk Matthias (ÖDP), 1.6% +++ Mauksch, Roberto (dieBasis), 0.0%"
14628400,"Tharandt, Stadt",158,SSOE,SPD,"Funke, Fabian",#e3000f,SPD,"Funke, Fabian",#e3000f,25.2,AfD,"Janich, Steffen",#009ee0,25.0,LINKE,"Hahn, Dr. André",#b5152b,12.7," +++ Hahn, Dr. André (DIE LINKE), 12.7% +++ Franke-Wöller, Dr. Corinna (CDU), 12.5% +++ Fröse, Christoph (FREIE WÄHLER), 11.7% +++ Jahn, Dirk (FDP), 7.6% +++ Haustein, Nino (GRÜNE), 5.1% +++ Zimmermann, Dirk Matthias (ÖDP), 0.1% +++ Mauksch, Roberto (dieBasis), 0.0%"
14628410,"Wilsdruff, Stadt",158,SSOE,AfD,"Janich, Steffen",#009ee0,AfD,"Janich, Steffen",#009ee0,25.1,SPD,"Funke, Fabian",#e3000f,24.8,CDU,"Franke-Wöller, Dr. Corinna",#32302e,12.5," +++ Franke-Wöller, Dr. Corinna (CDU), 12.5% +++ Hahn, Dr. André (DIE LINKE), 12.4% +++ Fröse, Christoph (FREIE WÄHLER), 10.4% +++ Jahn, Dirk (FDP), 6.7% +++ Zimmermann, Dirk Matthias (ÖDP), 4.2% +++ Haustein, Nino (GRÜNE), 3.0% +++ Mauksch, Roberto (dieBasis), 0.9%"
14625010,Arnsdorf,160,Dresden II/Bautzen II,SPD,"Schumann, Stephan",#e3000f,SPD,"Schumann, Stephan",#e3000f,24.9,AfD,"Harlaß, Andreas",#009ee0,24.7,CDU,"Rohwer, Lars",#32302e,12.6," +++ Rohwer, Lars (CDU), 12.6% +++ Lang, Silvio (DIE LINKE), 12.6% +++ Althoff, Anke (dieBasis), 9.4% +++ Müller, Dr. Silke (FDP), 6.1% +++ Spellerberg, Merle (GRÜNE), 3.7% +++ Lemke, Korvin (FREIE WÄHLER), 2.3% +++ Brock, Charlotte (Die PARTEI), 1.3% +++ Herpertz, Anne (PIRATEN), 1.1% +++ Busch, Florian (ÖDP), 0.9% +++ Slave, Günter (MLPD), 0.3% +++ Kabus, Andreas (Gesundheitsforschung), 0.0%"
14625200,"Großröhrsdorf, Stadt",160,Dresden II/Bautzen II,AfD,"Harlaß, Andreas",#009ee0,AfD,"Harlaß, Andreas",#009ee0,25.1,SPD,"Schumann, Stephan",#e3000f,24.6,CDU,"Rohwer, Lars",#32302e,12.5," +++ Rohwer, Lars (CDU), 12.5% +++ Lang, Silvio (DIE LINKE), 12.5% +++ Althoff, Anke (dieBasis), 9.8% +++ Müller, Dr. Silke (FDP), 7.0% +++ Spellerberg, Merle (GRÜNE), 2.8% +++ Lemke, Korvin (FREIE WÄHLER), 2.2% +++ Brock, Charlotte (Die PARTEI), 1.1% +++ Busch, Florian (ÖDP), 0.9% +++ Herpertz, Anne (PIRATEN), 0.7% +++ Kabus, Andreas (Gesundheitsforschung), 0.7% +++ Slave, Günter (MLPD), 0.1%"
14625430,Ottendorf-Okrilla,160,Dresden II/Bautzen II,AfD,"Harlaß, Andreas",#009ee0,AfD,"Harlaß, Andreas",#009ee0,24.9,SPD,"Schumann, Stephan",#e3000f,24.8,LINKE,"Lang, Silvio",#b5152b,12.6," +++ Lang, Silvio (DIE LINKE), 12.6% +++ Rohwer, Lars (CDU), 12.4% +++ Müller, Dr. Silke (FDP), 7.5% +++ Althoff, Anke (dieBasis), 6.6% +++ Spellerberg, Merle (GRÜNE), 3.7% +++ Lemke, Korvin (FREIE WÄHLER), 2.1% +++ Busch, Florian (ÖDP), 1.4% +++ Kabus, Andreas (Gesundheitsforschung), 1.4% +++ Brock, Charlotte (Die PARTEI), 1.3% +++ Herpertz, Anne (PIRATEN), 0.8% +++ Slave, Günter (MLPD), 0.1%"
14625480,"Radeberg, Stadt",160,Dresden II/Bautzen II,AfD,"Harlaß, Andreas",#009ee0,AfD,"Harlaß, Andreas",#009ee0,25.0,SPD,"Schumann, Stephan",#e3000f,24.8,LINKE,"Lang, Silvio",#b5152b,12.5," +++ Lang, Silvio (DIE LINKE), 12.5% +++ Rohwer, Lars (CDU), 12.4% +++ Althoff, Anke (dieBasis), 8.1% +++ Müller, Dr. Silke (FDP), 7.3% +++ Spellerberg, Merle (GRÜNE), 3.8% +++ Lemke, Korvin (FREIE WÄHLER), 2.1% +++ Busch, Florian (ÖDP), 1.3% +++ Brock, Charlotte (Die PARTEI), 1.1% +++ Herpertz, Anne (PIRATEN), 0.8% +++ Kabus, Andreas (Gesundheitsforschung), 0.7% +++ Slave, Günter (MLPD), 0.1%"
14625600,Wachau,160,Dresden II/Bautzen II,AfD,"Harlaß, Andreas",#009ee0,AfD,"Harlaß, Andreas",#009ee0,25.1,SPD,"Schumann, Stephan",#e3000f,24.5,LINKE,"Lang, Silvio",#b5152b,12.7," +++ Lang, Silvio (DIE LINKE), 12.7% +++ Rohwer, Lars (CDU), 12.5% +++ Althoff, Anke (dieBasis), 8.3% +++ Müller, Dr. Silke (FDP), 6.9% +++ Spellerberg, Merle (GRÜNE), 3.9% +++ Lemke, Korvin (FREIE WÄHLER), 2.4% +++ Busch, Florian (ÖDP), 1.2% +++ Brock, Charlotte (Die PARTEI), 0.9% +++ Herpertz, Anne (PIRATEN), 0.7% +++ Kabus, Andreas (Gesundheitsforschung), 0.6% +++ Slave, Günter (MLPD), 0.2%"
14522010,Altmittweida,161,Mittelsachsen,SPD,"Geißler, Alexander",#e3000f,SPD,"Geißler, Alexander",#e3000f,24.8,AfD,"Bachmann, Carolin",#009ee0,24.6,LINKE,"Hartmann, Stefan",#b5152b,12.5," +++ Hartmann, Stefan (DIE LINKE), 12.5% +++ Bellmann, Veronika Maria (CDU), 12.3% +++ Lieder, Marcus (ÖDP), 12.1% +++ Hartewig, Philipp (FDP), 8.5% +++ Fränzle, Lea Ursula (GRÜNE), 3.1% +++ Linke, Thomas (dieBasis), 2.1%"
14522020,"Augustusburg, Stadt",161,Mittelsachsen,SPD,"Geißler, Alexander",#e3000f,SPD,"Geißler, Alexander",#e3000f,25.0,AfD,"Bachmann, Carolin",#009ee0,24.4,CDU,"Bellmann, Veronika Maria",#32302e,12.4," +++ Bellmann, Veronika Maria (CDU), 12.4% +++ Hartmann, Stefan (DIE LINKE), 12.2% +++ Linke, Thomas (dieBasis), 9.0% +++ Lieder, Marcus (ÖDP), 8.3% +++ Hartewig, Philipp (FDP), 5.7% +++ Fränzle, Lea Ursula (GRÜNE), 2.9%"
14522035,Bobritzsch-Hilbersdorf,161,Mittelsachsen,AfD,"Bachmann, Carolin",#009ee0,AfD,"Bachmann, Carolin",#009ee0,24.4,SPD,"Geißler, Alexander",#e3000f,24.4,LINKE,"Hartmann, Stefan",#b5152b,12.6," +++ Hartmann, Stefan (DIE LINKE), 12.6% +++ Bellmann, Veronika Maria (CDU), 12.2% +++ Lieder, Marcus (ÖDP), 10.5% +++ Linke, Thomas (dieBasis), 7.5% +++ Hartewig, Philipp (FDP), 5.4% +++ Fränzle, Lea Ursula (GRÜNE), 3.0%"
14522050,"Brand-Erbisdorf, Stadt",161,Mittelsachsen,AfD,"Bachmann, Carolin",#009ee0,AfD,"Bachmann, Carolin",#009ee0,25.5,SPD,"Geißler, Alexander",#e3000f,24.9,CDU,"Bellmann, Veronika Maria",#32302e,12.6," +++ Bellmann, Veronika Maria (CDU), 12.6% +++ Hartmann, Stefan (DIE LINKE), 12.6% +++ Lieder, Marcus (ÖDP), 10.8% +++ Linke, Thomas (dieBasis), 6.6% +++ Hartewig, Philipp (FDP), 4.8% +++ Fränzle, Lea Ursula (GRÜNE), 2.2%"
14522080,"Döbeln, Stadt",161,Mittelsachsen,AfD,"Bachmann, Carolin",#009ee0,AfD,"Bachmann, Carolin",#009ee0,24.9,SPD,"Geißler, Alexander",#e3000f,24.7,CDU,"Bellmann, Veronika Maria",#32302e,12.5," +++ Bellmann, Veronika Maria (CDU), 12.5% +++ Lieder, Marcus (ÖDP), 12.5% +++ Hartmann, Stefan (DIE LINKE), 12.4% +++ Hartewig, Philipp (FDP), 6.1% +++ Linke, Thomas (dieBasis), 4.2% +++ Fränzle, Lea Ursula (GRÜNE), 2.7%"
14522090,Dorfchemnitz,161,Mittelsachsen,AfD,"Bachmann, Carolin",#009ee0,AfD,"Bachmann, Carolin",#009ee0,25.6,SPD,"Geißler, Alexander",#e3000f,25.5,CDU,"Bellmann, Veronika Maria",#32302e,12.6," +++ Bellmann, Veronika Maria (CDU), 12.6% +++ Hartmann, Stefan (DIE LINKE), 12.3% +++ Linke, Thomas (dieBasis), 12.0% +++ Lieder, Marcus (ÖDP), 6.5% +++ Hartewig, Philipp (FDP), 3.6% +++ Fränzle, Lea Ursula (GRÜNE), 1.9%"
14522110,Eppendorf,161,Mittelsachsen,SPD,"Geißler, Alexander",#e3000f,SPD,"Geißler, Alexander",#e3000f,24.7,AfD,"Bachmann, Carolin",#009ee0,24.2,CDU,"Bellmann, Veronika Maria",#32302e,12.6," +++ Bellmann, Veronika Maria (CDU), 12.6% +++ Hartmann, Stefan (DIE LINKE), 12.6% +++ Lieder, Marcus (ÖDP), 10.9% +++ Linke, Thomas (dieBasis), 7.6% +++ Hartewig, Philipp (FDP), 5.5% +++ Fränzle, Lea Ursula (GRÜNE), 2.0%"
14522140,"Flöha, Stadt",161,Mittelsachsen,AfD,"Bachmann, Carolin",#009ee0,AfD,"Bachmann, Carolin",#009ee0,25.0,SPD,"Geißler, Alexander",#e3000f,24.9,ÖDP,"Lieder, Marcus",#b5152b,12.8," +++ Lieder, Marcus (ÖDP), 12.8% +++ Bellmann, Veronika Maria (CDU), 12.6% +++ Hartmann, Stefan (DIE LINKE), 12.6% +++ Hartewig, Philipp (FDP), 4.8% +++ Linke, Thomas (dieBasis), 4.6% +++ Fränzle, Lea Ursula (GRÜNE), 2.8%"
14522150,"Frankenberg/Sa., Stadt, Garnisonsstadt",161,Mittelsachsen,SPD,"Geißler, Alexander",#e3000f,SPD,"Geißler, Alexander",#e3000f,25.1,AfD,"Bachmann, Carolin",#009ee0,24.7,LINKE,"Hartmann, Stefan",#b5152b,12.5," +++ Hartmann, Stefan (DIE LINKE), 12.5% +++ Bellmann, Veronika Maria (CDU), 12.4% +++ Lieder, Marcus (ÖDP), 10.2% +++ Hartewig, Philipp (FDP), 6.4% +++ Linke, Thomas (dieBasis), 5.9% +++ Fränzle, Lea Ursula (GRÜNE), 2.9%"
14522170,"Frauenstein, Stadt",161,Mittelsachsen,AfD,"Bachmann, Carolin",#009ee0,AfD,"Bachmann, Carolin",#009ee0,24.8,SPD,"Geißler, Alexander",#e3000f,24.7,ÖDP,"Lieder, Marcus",#b5152b,14.7," +++ Lieder, Marcus (ÖDP), 14.7% +++ Bellmann, Veronika Maria (CDU), 12.6% +++ Hartmann, Stefan (DIE LINKE), 12.5% +++ Hartewig, Philipp (FDP), 4.4% +++ Linke, Thomas (dieBasis), 3.8% +++ Fränzle, Lea Ursula (GRÜNE), 2.6%"
14522180,"Freiberg, Stadt, Universitätsstadt",161,Mittelsachsen,SPD,"Geißler, Alexander",#e3000f,SPD,"Geißler, Alexander",#e3000f,25.0,AfD,"Bachmann, Carolin",#009ee0,24.9,CDU,"Bellmann, Veronika Maria",#32302e,12.5," +++ Bellmann, Veronika Maria (CDU), 12.5% +++ Hartmann, Stefan (DIE LINKE), 12.5% +++ Lieder, Marcus (ÖDP), 9.6% +++ Hartewig, Philipp (FDP), 5.5% +++ Linke, Thomas (dieBasis), 5.1% +++ Fränzle, Lea Ursula (GRÜNE), 4.7%"
14522200,Großhartmannsdorf,161,Mittelsachsen,SPD,"Geißler, Alexander",#e3000f,SPD,"Geißler, Alexander",#e3000f,25.5,AfD,"Bachmann, Carolin",#009ee0,25.2,LINKE,"Hartmann, Stefan",#b5152b,12.6," +++ Hartmann, Stefan (DIE LINKE), 12.6% +++ Bellmann, Veronika Maria (CDU), 12.5% +++ Lieder, Marcus (ÖDP), 10.3% +++ Hartewig, Philipp (FDP), 6.4% +++ Linke, Thomas (dieBasis), 6.3% +++ Fränzle, Lea Ursula (GRÜNE), 1.4%"
14522210,"Großschirma, Stadt",161,Mittelsachsen,SPD,"Geißler, Alexander",#e3000f,SPD,"Geißler, Alexander",#e3000f,25.0,AfD,"Bachmann, Carolin",#009ee0,24.8,ÖDP,"Lieder, Marcus",#b5152b,15.1," +++ Lieder, Marcus (ÖDP), 15.1% +++ Bellmann, Veronika Maria (CDU), 12.4% +++ Hartmann, Stefan (DIE LINKE), 12.4% +++ Hartewig, Philipp (FDP), 5.3% +++ Fränzle, Lea Ursula (GRÜNE), 3.3% +++ Linke, Thomas (dieBasis), 1.7%"
14522220,Großweitzschen,161,Mittelsachsen,SPD,"Geißler, Alexander",#e3000f,SPD,"Geißler, Alexander",#e3000f,24.8,AfD,"Bachmann, Carolin",#009ee0,24.7,ÖDP,"Lieder, Marcus",#b5152b,16.5," +++ Lieder, Marcus (ÖDP), 16.5% +++ Hartmann, Stefan (DIE LINKE), 12.7% +++ Bellmann, Veronika Maria (CDU), 12.3% +++ Hartewig, Philipp (FDP), 5.7% +++ Fränzle, Lea Ursula (GRÜNE), 2.9% +++ Linke, Thomas (dieBasis), 0.5%"
14522230,"Hainichen, Stadt",161,Mittelsachsen,AfD,"Bachmann, Carolin",#009ee0,AfD,"Bachmann, Carolin",#009ee0,24.9,SPD,"Geißler, Alexander",#e3000f,24.4,ÖDP,"Lieder, Marcus",#b5152b,12.9," +++ Lieder, Marcus (ÖDP), 12.9% +++ Hartmann, Stefan (DIE LINKE), 12.6% +++ Bellmann, Veronika Maria (CDU), 12.3% +++ Hartewig, Philipp (FDP), 5.8% +++ Linke, Thomas (dieBasis), 5.1% +++ Fränzle, Lea Ursula (GRÜNE), 2.1%"
14522240,Halsbrücke,161,Mittelsachsen,SPD,"Geißler, Alexander",#e3000f,SPD,"Geißler, Alexander",#e3000f,24.8,AfD,"Bachmann, Carolin",#009ee0,24.5,ÖDP,"Lieder, Marcus",#b5152b,14.2," +++ Lieder, Marcus (ÖDP), 14.2% +++ Hartmann, Stefan (DIE LINKE), 12.7% +++ Bellmann, Veronika Maria (CDU), 12.6% +++ Hartewig, Philipp (FDP), 5.2% +++ Fränzle, Lea Ursula (GRÜNE), 3.1% +++ Linke, Thomas (dieBasis), 2.9%"
14522250,"Hartha, Stadt",161,Mittelsachsen,SPD,"Geißler, Alexander",#e3000f,SPD,"Geißler, Alexander",#e3000f,25.3,AfD,"Bachmann, Carolin",#009ee0,25.2,ÖDP,"Lieder, Marcus",#b5152b,14.3," +++ Lieder, Marcus (ÖDP), 14.3% +++ Hartmann, Stefan (DIE LINKE), 12.5% +++ Bellmann, Veronika Maria (CDU), 12.4% +++ Hartewig, Philipp (FDP), 6.0% +++ Fränzle, Lea Ursula (GRÜNE), 2.5% +++ Linke, Thomas (dieBasis), 1.9%"
14522300,Kriebstein,161,Mittelsachsen,SPD,"Geißler, Alexander",#e3000f,SPD,"Geißler, Alexander",#e3000f,24.9,AfD,"Bachmann, Carolin",#009ee0,24.5,ÖDP,"Lieder, Marcus",#b5152b,18.3," +++ Lieder, Marcus (ÖDP), 18.3% +++ Bellmann, Veronika Maria (CDU), 12.6% +++ Hartmann, Stefan (DIE LINKE), 12.1% +++ Hartewig, Philipp (FDP), 4.9% +++ Fränzle, Lea Ursula (GRÜNE), 2.7% +++ Linke, Thomas (dieBasis), 0.0%"
14522310,"Leisnig, Stadt",161,Mittelsachsen,SPD,"Geißler, Alexander",#e3000f,SPD,"Geißler, Alexander",#e3000f,25.3,AfD,"Bachmann, Carolin",#009ee0,24.9,ÖDP,"Lieder, Marcus",#b5152b,13.6," +++ Lieder, Marcus (ÖDP), 13.6% +++ Bellmann, Veronika Maria (CDU), 12.6% +++ Hartmann, Stefan (DIE LINKE), 12.5% +++ Hartewig, Philipp (FDP), 5.5% +++ Linke, Thomas (dieBasis), 2.9% +++ Fränzle, Lea Ursula (GRÜNE), 2.7%"
14522320,Leubsdorf,161,Mittelsachsen,AfD,"Bachmann, Carolin",#009ee0,AfD,"Bachmann, Carolin",#009ee0,25.4,SPD,"Geißler, Alexander",#e3000f,24.4,ÖDP,"Lieder, Marcus",#b5152b,18.9," +++ Lieder, Marcus (ÖDP), 18.9% +++ Bellmann, Veronika Maria (CDU), 12.9% +++ Hartmann, Stefan (DIE LINKE), 12.6% +++ Hartewig, Philipp (FDP), 3.6% +++ Fränzle, Lea Ursula (GRÜNE), 2.3% +++ Linke, Thomas (dieBasis), 0.0%"
14522340,Lichtenberg/Erzgeb.,161,Mittelsachsen,SPD,"Geißler, Alexander",#e3000f,SPD,"Geißler, Alexander",#e3000f,24.9,AfD,"Bachmann, Carolin",#009ee0,24.4,LINKE,"Hartmann, Stefan",#b5152b,12.8," +++ Hartmann, Stefan (DIE LINKE), 12.8% +++ Bellmann, Veronika Maria (CDU), 12.5% +++ Linke, Thomas (dieBasis), 8.8% +++ Lieder, Marcus (ÖDP), 7.9% +++ Hartewig, Philipp (FDP), 5.9% +++ Fränzle, Lea Ursula (GRÜNE), 2.7%"
