AGS,Ort,1_Gewinner,1_Partei_1_Stimmen,1_Partei_1_Anteil,1_Partei_1_Name,1_Partei_2_Stimmen,1_Partei_2_Anteil,1_Partei_2_Name,1_Partei_3_Stimmen,1_Partei_3_Anteil,1_Partei_3_Name,1_Partei_4_Stimmen,1_Partei_4_Anteil,1_Partei_4_Name,1_Partei_5_Stimmen,1_Partei_5_Anteil,1_Partei_5_Name,1_Partei_6_Stimmen,1_Partei_6_Anteil,1_Partei_6_Name,1_Partei_andere_Stimmen,1_Partei_andere_Anteil,1_Partei_andere_Name,1_ungültige Stimmen,1_gültige Stimmen,2_Gewinner,2_Partei_1_Stimmen,2_Partei_1_Anteil,2_Partei_1_Name,2_Partei_2_Stimmen,2_Partei_2_Anteil,2_Partei_2_Name,2_Partei_3_Stimmen,2_Partei_3_Anteil,2_Partei_3_Name,2_Partei_4_Stimmen,2_Partei_4_Anteil,2_Partei_4_Name,2_Partei_5_Stimmen,2_Partei_5_Anteil,2_Partei_5_Name,2_Partei_6_Stimmen,2_Partei_6_Anteil,2_Partei_6_Name,2_Partei_andere_Stimmen,2_Partei_andere_Anteil,2_Partei_andere_Name,2_ungültige Stimmen,2_gültige Stimmen,WKNr,Stimmen Wahlberechtigte,Stimmen Wähler,Anteil Wahlberechtigte,Anteil Wähler
14523170,"Lengenfeld, Stadt",SPD,1047,25.3,SPD,1039,25.1,AfD,522,12.6,LINKE,504,12.2,CDU,216,5.2,FDP,135,3.3,GRÜNE,671,16.2,andere Parteien,36,4134,AfD,1040,25.2,AfD,1022,24.8,SPD,518,12.6,CDU,500,12.1,LINKE,288,7.0,FDP,123,3.0,GRÜNE,635,15.4,andere Parteien,44,4126,166,5792,4170,100.0,72.0
14523190,Limbach,AfD,204,26.1,AfD,199,25.5,SPD,98,12.5,LINKE,95,12.2,CDU,61,7.8,FDP,36,4.6,GRÜNE,88,11.3,andere Parteien,11,781,AfD,193,24.6,AfD,193,24.6,SPD,103,13.1,LINKE,102,13.0,CDU,75,9.5,FDP,30,3.8,GRÜNE,90,11.5,andere Parteien,6,786,166,1197,792,100.0,66.2
14523200,"Markneukirchen, Stadt",SPD,1006,25.0,SPD,997,24.7,AfD,509,12.6,LINKE,505,12.5,CDU,225,5.6,FDP,135,3.3,GRÜNE,654,16.2,andere Parteien,36,4031,AfD,1031,25.6,AfD,1010,25.1,SPD,511,12.7,LINKE,497,12.4,CDU,315,7.8,FDP,142,3.5,GRÜNE,515,12.8,andere Parteien,46,4021,166,6165,4067,100.0,66.0
14523230,Mühlental,SPD,231,25.1,SPD,229,24.9,AfD,117,12.7,CDU,117,12.7,LINKE,48,5.2,FDP,22,2.4,GRÜNE,155,16.9,andere Parteien,8,919,SPD,228,24.8,SPD,226,24.6,AfD,117,12.7,LINKE,114,12.4,CDU,69,7.5,FDP,20,2.2,GRÜNE,144,15.7,andere Parteien,9,918,166,1105,927,100.0,83.9
14523245,Muldenhammer,AfD,474,25.7,AfD,459,24.9,SPD,235,12.7,LINKE,225,12.2,CDU,90,4.9,FDP,36,1.9,GRÜNE,328,17.8,andere Parteien,18,1847,AfD,464,25.0,AfD,461,24.9,SPD,230,12.4,LINKE,228,12.3,CDU,129,7.0,FDP,34,1.8,GRÜNE,308,16.6,andere Parteien,11,1854,166,2536,1865,100.0,73.5
14523260,"Netzschkau, Stadt",SPD,577,25.4,SPD,564,24.9,AfD,279,12.3,LINKE,278,12.3,CDU,143,6.3,FDP,83,3.7,GRÜNE,344,15.2,andere Parteien,25,2268,AfD,565,24.9,AfD,551,24.3,SPD,288,12.7,LINKE,284,12.5,CDU,183,8.1,FDP,60,2.6,GRÜNE,337,14.9,andere Parteien,25,2268,166,3223,2293,100.0,71.1
14523270,Neuensalz,SPD,335,25.1,SPD,330,24.7,AfD,168,12.6,CDU,167,12.5,LINKE,69,5.2,FDP,33,2.5,GRÜNE,233,17.5,andere Parteien,15,1335,AfD,335,25.0,AfD,331,24.7,SPD,168,12.5,CDU,164,12.2,LINKE,93,6.9,FDP,24,1.8,GRÜNE,225,16.8,andere Parteien,10,1340,166,1801,1350,100.0,75.0
14523280,Neumark,SPD,430,25.0,SPD,426,24.8,AfD,211,12.3,CDU,209,12.2,LINKE,114,6.6,FDP,69,4.0,GRÜNE,261,15.2,andere Parteien,20,1720,AfD,433,25.2,AfD,430,25.0,SPD,215,12.5,CDU,211,12.3,LINKE,147,8.5,FDP,63,3.7,GRÜNE,222,12.9,andere Parteien,19,1721,166,2443,1740,100.0,71.2
14523290,Neustadt/Vogtl.,AfD,175,25.6,AfD,173,25.3,SPD,88,12.9,CDU,86,12.6,LINKE,32,4.7,FDP,19,2.8,GRÜNE,111,16.2,andere Parteien,8,684,AfD,178,25.9,AfD,170,24.8,SPD,88,12.8,CDU,83,12.1,LINKE,45,6.6,FDP,16,2.3,GRÜNE,106,15.5,andere Parteien,6,686,166,842,692,100.0,82.2
14523300,"Oelsnitz/Vogtl., Stadt",AfD,1585,25.1,AfD,1584,25.1,SPD,790,12.5,CDU,789,12.5,LINKE,362,5.7,FDP,229,3.6,GRÜNE,981,15.5,andere Parteien,57,6320,AfD,1610,25.5,AfD,1569,24.8,SPD,801,12.7,LINKE,794,12.6,CDU,462,7.3,FDP,151,2.4,GRÜNE,928,14.7,andere Parteien,62,6315,166,8826,6377,100.0,72.3
14523310,"Pausa-Mühltroff, Stadt",AfD,638,25.0,AfD,635,24.9,SPD,317,12.4,CDU,307,12.0,LINKE,141,5.5,FDP,85,3.3,GRÜNE,426,16.7,andere Parteien,20,2549,AfD,638,25.0,AfD,632,24.8,SPD,321,12.6,CDU,314,12.3,LINKE,207,8.1,FDP,79,3.1,GRÜNE,359,14.1,andere Parteien,19,2550,166,4143,2569,100.0,62.0
14523320,"Plauen, Stadt",AfD,9291,25.1,AfD,9283,25.0,SPD,4633,12.5,LINKE,4608,12.4,CDU,2350,6.3,FDP,1875,5.1,GRÜNE,5035,13.6,andere Parteien,382,37075,AfD,9312,25.1,AfD,9245,24.9,SPD,4659,12.6,CDU,4613,12.4,LINKE,2816,7.6,FDP,1305,3.5,GRÜNE,5129,13.8,andere Parteien,378,37079,166,51209,37457,100.0,73.1
14523330,Pöhl,AfD,398,25.2,AfD,388,24.6,SPD,201,12.7,LINKE,193,12.2,CDU,89,5.6,FDP,74,4.7,GRÜNE,236,14.9,andere Parteien,20,1579,AfD,393,24.9,AfD,393,24.9,SPD,198,12.5,LINKE,190,12.0,CDU,129,8.2,FDP,54,3.4,GRÜNE,224,14.2,andere Parteien,18,1581,166,2055,1599,100.0,77.8
14523340,"Reichenbach im Vogtland, Stadt",SPD,3091,24.9,SPD,3079,24.8,AfD,1561,12.6,LINKE,1557,12.5,CDU,667,5.4,FDP,422,3.4,GRÜNE,2055,16.5,andere Parteien,121,12432,SPD,3128,25.2,SPD,3113,25.1,AfD,1564,12.6,CDU,1562,12.6,LINKE,868,7.0,FDP,328,2.6,GRÜNE,1856,14.9,andere Parteien,134,12419,166,16978,12553,100.0,73.9
14523360,"Rodewisch, Stadt",SPD,960,25.3,SPD,953,25.1,AfD,476,12.5,CDU,470,12.4,LINKE,207,5.4,FDP,113,3.0,GRÜNE,621,16.3,andere Parteien,33,3800,AfD,952,25.1,AfD,931,24.6,SPD,478,12.6,LINKE,474,12.5,CDU,259,6.8,FDP,98,2.6,GRÜNE,600,15.8,andere Parteien,41,3792,166,5330,3833,100.0,71.9
14523365,Rosenbach/Vogtl.,SPD,664,25.0,SPD,655,24.6,AfD,334,12.6,LINKE,325,12.2,CDU,153,5.8,FDP,112,4.2,GRÜNE,415,15.6,andere Parteien,33,2658,AfD,672,25.2,AfD,669,25.1,SPD,332,12.5,LINKE,330,12.4,CDU,187,7.0,FDP,95,3.6,GRÜNE,379,14.2,andere Parteien,27,2664,166,3519,2691,100.0,76.5
14523370,"Schöneck/Vogtl., Stadt",SPD,465,25.1,SPD,464,25.0,AfD,231,12.4,CDU,228,12.3,LINKE,97,5.2,FDP,69,3.7,GRÜNE,302,16.3,andere Parteien,21,1856,AfD,475,25.6,AfD,455,24.5,SPD,235,12.7,CDU,232,12.5,LINKE,134,7.2,FDP,66,3.6,GRÜNE,259,14.0,andere Parteien,21,1856,166,2657,1877,100.0,70.6
14523380,Steinberg,SPD,396,25.8,SPD,384,25.0,AfD,191,12.4,LINKE,190,12.4,CDU,81,5.3,FDP,43,2.8,GRÜNE,251,16.3,andere Parteien,13,1536,AfD,388,25.4,AfD,382,25.0,SPD,193,12.6,CDU,193,12.6,LINKE,83,5.4,FDP,34,2.2,GRÜNE,257,16.8,andere Parteien,19,1530,166,2280,1549,100.0,67.9
14523410,Theuma,SPD,114,25.8,SPD,109,24.7,AfD,57,12.9,LINKE,56,12.7,CDU,23,5.2,FDP,19,4.3,GRÜNE,64,14.5,andere Parteien,4,442,AfD,112,25.5,AfD,108,24.5,SPD,56,12.7,CDU,56,12.7,LINKE,34,7.7,FDP,9,2.0,GRÜNE,65,14.8,andere Parteien,6,440,166,867,446,100.0,51.4
14523420,Tirpersdorf,AfD,252,24.2,AfD,251,24.1,SPD,132,12.7,CDU,124,11.9,LINKE,56,5.4,FDP,27,2.6,GRÜNE,198,19.0,andere Parteien,15,1040,AfD,269,25.7,AfD,257,24.5,SPD,134,12.8,LINKE,131,12.5,CDU,66,6.3,FDP,25,2.4,GRÜNE,166,15.8,andere Parteien,7,1048,166,1134,1055,100.0,93.0
14523430,"Treuen, Stadt",AfD,1230,25.2,AfD,1220,25.0,SPD,612,12.5,CDU,610,12.5,LINKE,242,5.0,FDP,143,2.9,GRÜNE,829,17.0,andere Parteien,55,4886,AfD,1241,25.4,AfD,1229,25.1,SPD,631,12.9,CDU,610,12.5,LINKE,326,6.7,FDP,151,3.1,GRÜNE,704,14.4,andere Parteien,49,4892,166,6556,4941,100.0,75.4
14523440,Triebel/Vogtl.,SPD,185,25.5,SPD,180,24.8,AfD,87,12.0,CDU,87,12.0,LINKE,38,5.2,FDP,27,3.7,GRÜNE,121,16.7,andere Parteien,10,725,AfD,178,24.4,AfD,178,24.4,SPD,92,12.6,CDU,89,12.2,LINKE,44,6.0,FDP,19,2.6,GRÜNE,130,17.8,andere Parteien,5,730,166,1043,735,100.0,70.5
14523450,Weischlitz,AfD,908,24.9,AfD,896,24.6,SPD,458,12.6,LINKE,447,12.3,CDU,232,6.4,FDP,150,4.1,GRÜNE,553,15.2,andere Parteien,31,3644,SPD,920,25.3,SPD,910,25.0,AfD,463,12.7,CDU,456,12.5,LINKE,280,7.7,FDP,126,3.5,GRÜNE,487,13.4,andere Parteien,33,3642,166,4769,3675,100.0,77.1
14523460,Werda,AfD,247,25.3,AfD,242,24.8,SPD,122,12.5,CDU,117,12.0,LINKE,56,5.7,FDP,27,2.8,GRÜNE,165,16.9,andere Parteien,9,976,AfD,244,25.0,AfD,241,24.7,SPD,125,12.8,LINKE,124,12.7,CDU,77,7.9,FDP,26,2.7,GRÜNE,139,14.2,andere Parteien,9,976,166,1266,985,100.0,77.8
14524010,Bernsdorf,AfD,242,25.4,AfD,237,24.8,SPD,120,12.6,CDU,116,12.2,LINKE,83,8.7,FDP,32,3.4,GRÜNE,124,13.0,andere Parteien,7,954,AfD,234,24.7,AfD,232,24.4,SPD,121,12.8,LINKE,120,12.6,CDU,100,10.5,FDP,24,2.5,GRÜNE,118,12.4,andere Parteien,12,949,163,1817,961,100.0,52.9
14524020,Callenberg,AfD,719,24.9,AfD,706,24.5,SPD,362,12.5,CDU,359,12.4,LINKE,215,7.4,FDP,102,3.5,GRÜNE,424,14.7,andere Parteien,28,2887,AfD,717,24.9,AfD,706,24.5,SPD,358,12.4,LINKE,354,12.3,CDU,215,7.5,FDP,100,3.5,GRÜNE,433,15.0,andere Parteien,32,2883,163,4085,2915,100.0,71.4
14524030,"Crimmitschau, Stadt",SPD,2692,25.2,SPD,1421,13.3,AfD,1341,12.6,LINKE,1334,12.5,CDU,1317,12.3,FDP,434,4.1,GRÜNE,2142,20.1,andere Parteien,114,10681,AfD,2687,25.2,AfD,2674,25.0,SPD,1336,12.5,LINKE,1329,12.4,CDU,801,7.5,FDP,294,2.8,GRÜNE,1557,14.6,andere Parteien,117,10678,165,15208,10795,100.0,71.0
14524040,Crinitzberg,SPD,293,24.9,SPD,151,12.8,LINKE,147,12.5,AfD,144,12.2,FDP,140,11.9,CDU,44,3.7,GRÜNE,258,21.9,andere Parteien,14,1177,AfD,293,24.8,AfD,288,24.4,SPD,148,12.5,LINKE,142,12.0,CDU,87,7.4,FDP,21,1.8,GRÜNE,202,17.1,andere Parteien,10,1181,165,1580,1191,100.0,75.4
14524050,Dennheritz,AfD,214,25.3,AfD,200,23.7,SPD,106,12.5,LINKE,104,12.3,CDU,96,11.4,FDP,25,3.0,GRÜNE,100,11.8,andere Parteien,8,845,AfD,209,24.9,AfD,208,24.8,SPD,105,12.5,CDU,103,12.3,LINKE,75,8.9,FDP,26,3.1,GRÜNE,114,13.6,andere Parteien,13,840,165,1095,853,100.0,77.9
14524060,Fraureuth,SPD,760,23.8,SPD,438,13.7,AfD,412,12.9,LINKE,400,12.5,CDU,343,10.7,FDP,129,4.0,GRÜNE,717,22.4,andere Parteien,28,3199,AfD,801,25.1,AfD,792,24.8,SPD,405,12.7,CDU,402,12.6,LINKE,205,6.4,FDP,100,3.1,GRÜNE,490,15.3,andere Parteien,32,3195,165,4271,3227,100.0,75.6
14524070,Gersdorf,SPD,472,25.7,SPD,459,25.0,AfD,235,12.8,CDU,223,12.2,LINKE,133,7.3,FDP,75,4.1,GRÜNE,237,12.9,andere Parteien,18,1834,SPD,457,25.0,SPD,449,24.6,AfD,227,12.4,CDU,224,12.3,LINKE,160,8.8,FDP,46,2.5,GRÜNE,265,14.5,andere Parteien,24,1828,163,3315,1852,100.0,55.9
14524080,"Glauchau, Stadt",SPD,3455,25.1,SPD,1846,13.4,FDP,1725,12.5,LINKE,1708,12.4,CDU,1646,12.0,AfD,642,4.7,GRÜNE,2736,19.9,andere Parteien,131,13758,AfD,3476,25.2,AfD,3470,25.2,SPD,1741,12.6,CDU,1732,12.6,LINKE,1080,7.8,FDP,495,3.6,GRÜNE,1781,12.9,andere Parteien,114,13775,165,18610,13889,100.0,74.6
14524090,"Hartenstein, Stadt",SPD,734,25.0,SPD,377,12.8,LINKE,371,12.6,CDU,365,12.4,FDP,353,12.0,AfD,92,3.1,GRÜNE,646,22.0,andere Parteien,24,2938,SPD,727,24.8,SPD,713,24.3,AfD,365,12.5,CDU,360,12.3,LINKE,206,7.0,FDP,61,2.1,GRÜNE,497,17.0,andere Parteien,33,2929,165,3687,2962,100.0,80.3
14524100,Hartmannsdorf b. Kirchberg,SPD,231,24.3,SPD,117,12.3,LINKE,117,12.3,FDP,115,12.1,CDU,62,6.5,AfD,28,2.9,GRÜNE,282,29.6,andere Parteien,6,952,AfD,245,25.9,AfD,226,23.9,SPD,117,12.4,CDU,115,12.2,LINKE,73,7.7,FDP,25,2.6,GRÜNE,145,15.3,andere Parteien,12,946,165,1100,958,100.0,87.1
14524110,Hirschfeld,AfD,187,33.4,AfD,139,24.8,SPD,72,12.9,FDP,71,12.7,CDU,69,12.3,LINKE,19,3.4,GRÜNE,3,0.5,andere Parteien,6,560,SPD,143,25.5,SPD,140,25.0,AfD,69,12.3,LINKE,67,12.0,CDU,36,6.4,FDP,11,2.0,GRÜNE,94,16.8,andere Parteien,6,560,165,938,566,100.0,60.3
14524120,"Hohenstein-Ernstthal, Stadt",SPD,2104,25.1,SPD,2073,24.7,AfD,1044,12.4,LINKE,1042,12.4,CDU,676,8.0,FDP,285,3.4,GRÜNE,1174,14.0,andere Parteien,78,8398,SPD,2124,25.3,SPD,2093,24.9,AfD,1060,12.6,LINKE,1035,12.3,CDU,665,7.9,FDP,265,3.2,GRÜNE,1151,13.7,andere Parteien,83,8393,163,12385,8476,100.0,68.4
14524130,"Kirchberg, Stadt",SPD,1278,24.6,SPD,932,17.9,AfD,662,12.7,LINKE,659,12.7,CDU,611,11.7,FDP,150,2.9,GRÜNE,913,17.5,andere Parteien,48,5205,AfD,1322,25.4,AfD,1292,24.9,SPD,661,12.7,LINKE,658,12.7,CDU,350,6.7,FDP,122,2.3,GRÜNE,794,15.3,andere Parteien,54,5199,165,6891,5253,100.0,76.2
14524140,Langenbernsdorf,SPD,535,24.9,SPD,333,15.5,AfD,275,12.8,FDP,269,12.5,CDU,264,12.3,LINKE,103,4.8,GRÜNE,367,17.1,andere Parteien,24,2146,AfD,545,25.3,AfD,541,25.1,SPD,267,12.4,LINKE,266,12.4,CDU,157,7.3,FDP,55,2.6,GRÜNE,321,14.9,andere Parteien,18,2152,165,2946,2170,100.0,73.7
14524150,Langenweißbach,SPD,397,25.2,SPD,261,16.5,AfD,198,12.5,LINKE,197,12.5,CDU,188,11.9,FDP,53,3.4,GRÜNE,284,18.0,andere Parteien,20,1578,SPD,406,25.7,SPD,390,24.7,AfD,195,12.3,CDU,194,12.3,LINKE,132,8.3,FDP,37,2.3,GRÜNE,228,14.4,andere Parteien,16,1582,165,2034,1598,100.0,78.6
14524160,"Lichtenstein/Sa., Stadt",AfD,1709,25.1,AfD,1692,24.9,SPD,845,12.4,LINKE,842,12.4,CDU,525,7.7,FDP,263,3.9,GRÜNE,922,13.6,andere Parteien,68,6798,AfD,1691,24.9,AfD,1691,24.9,SPD,848,12.5,CDU,838,12.3,LINKE,504,7.4,FDP,233,3.4,GRÜNE,981,14.5,andere Parteien,80,6786,163,9477,6866,100.0,72.4
14524170,Lichtentanne,SPD,998,25.1,SPD,549,13.8,FDP,500,12.6,LINKE,487,12.3,AfD,487,12.3,CDU,149,3.8,GRÜNE,803,20.2,andere Parteien,44,3973,AfD,999,25.1,AfD,996,25.1,SPD,502,12.6,LINKE,496,12.5,CDU,359,9.0,FDP,106,2.7,GRÜNE,516,13.0,andere Parteien,43,3974,165,5266,4017,100.0,76.3
14524180,"Limbach-Oberfrohna, Stadt",SPD,3147,25.1,SPD,3142,25.0,AfD,1573,12.5,LINKE,1552,12.4,CDU,1073,8.6,FDP,479,3.8,GRÜNE,1577,12.6,andere Parteien,122,12543,AfD,3161,25.2,AfD,3138,25.0,SPD,1577,12.6,LINKE,1573,12.5,CDU,1079,8.6,FDP,400,3.2,GRÜNE,1622,12.9,andere Parteien,115,12550,163,19403,12665,100.0,65.3
14524190,"Meerane, Stadt",SPD,2295,24.7,SPD,1802,19.4,FDP,1180,12.7,CDU,1155,12.4,LINKE,1061,11.4,AfD,323,3.5,GRÜNE,1491,16.0,andere Parteien,90,9307,AfD,2339,25.1,AfD,2282,24.5,SPD,1163,12.5,CDU,1160,12.5,LINKE,826,8.9,FDP,239,2.6,GRÜNE,1304,14.0,andere Parteien,84,9313,165,11864,9397,100.0,79.2
14524200,Mülsen,SPD,1636,25.2,SPD,933,14.4,FDP,881,13.6,AfD,817,12.6,LINKE,804,12.4,CDU,244,3.8,GRÜNE,1174,18.1,andere Parteien,59,6489,AfD,1642,25.3,AfD,1623,25.0,SPD,809,12.5,CDU,808,12.5,LINKE,493,7.6,FDP,145,2.2,GRÜNE,963,14.9,andere Parteien,65,6483,165,9141,6548,100.0,71.6
14524210,Neukirchen/Pleiße,SPD,620,24.8,SPD,407,16.3,AfD,315,12.6,LINKE,314,12.6,CDU,306,12.2,FDP,91,3.6,GRÜNE,446,17.8,andere Parteien,25,2499,SPD,627,25.1,SPD,617,24.7,AfD,314,12.6,LINKE,310,12.4,CDU,223,8.9,FDP,79,3.2,GRÜNE,330,13.2,andere Parteien,24,2500,165,3281,2524,100.0,76.9
14524220,Niederfrohna,AfD,379,25.9,AfD,362,24.7,SPD,184,12.6,CDU,179,12.2,LINKE,118,8.1,FDP,54,3.7,GRÜNE,188,12.8,andere Parteien,11,1464,SPD,374,25.5,SPD,371,25.3,AfD,189,12.9,LINKE,184,12.6,CDU,121,8.3,FDP,42,2.9,GRÜNE,184,12.6,andere Parteien,10,1465,163,1874,1475,100.0,78.7
14524230,"Oberlungwitz, Stadt",SPD,721,24.9,SPD,718,24.8,AfD,365,12.6,CDU,362,12.5,LINKE,258,8.9,FDP,104,3.6,GRÜNE,364,12.6,andere Parteien,30,2892,SPD,721,24.9,SPD,703,24.3,AfD,362,12.5,LINKE,361,12.5,CDU,290,10.0,FDP,91,3.1,GRÜNE,363,12.6,andere Parteien,31,2891,163,4910,2922,100.0,59.5
14524240,Oberwiera,SPD,101,23.9,SPD,79,18.7,AfD,66,15.6,FDP,54,12.8,LINKE,52,12.3,CDU,21,5.0,GRÜNE,49,11.6,andere Parteien,6,422,AfD,105,24.6,AfD,103,24.2,SPD,56,13.1,LINKE,55,12.9,CDU,32,7.5,FDP,16,3.8,GRÜNE,59,13.8,andere Parteien,2,426,165,849,428,100.0,50.4
14524250,Reinsdorf,SPD,1185,24.5,SPD,645,13.3,FDP,603,12.5,CDU,602,12.4,LINKE,551,11.4,AfD,208,4.3,GRÜNE,1043,21.6,andere Parteien,55,4837,SPD,1210,24.9,SPD,1203,24.8,AfD,609,12.5,CDU,607,12.5,LINKE,372,7.7,FDP,138,2.8,GRÜNE,715,14.7,andere Parteien,38,4854,165,6157,4892,100.0,79.5
14524260,Remse,SPD,183,24.6,SPD,167,22.4,AfD,100,13.4,FDP,94,12.6,CDU,91,12.2,LINKE,35,4.7,GRÜNE,74,9.9,andere Parteien,6,744,AfD,186,25.0,AfD,186,25.0,SPD,94,12.6,CDU,91,12.2,LINKE,60,8.1,FDP,22,3.0,GRÜNE,105,14.1,andere Parteien,6,744,165,1429,750,100.0,52.5
14524270,Schönberg,AfD,169,38.9,AfD,83,19.1,SPD,54,12.4,CDU,45,10.4,FDP,43,9.9,LINKE,7,1.6,GRÜNE,33,7.6,andere Parteien,5,434,AfD,112,25.8,AfD,106,24.4,SPD,57,13.1,CDU,56,12.9,LINKE,45,10.4,FDP,11,2.5,GRÜNE,47,10.8,andere Parteien,5,434,165,734,439,100.0,59.8
14524280,St. Egidien,SPD,439,25.6,SPD,431,25.2,AfD,216,12.6,CDU,215,12.6,LINKE,142,8.3,FDP,75,4.4,GRÜNE,194,11.3,andere Parteien,13,1712,SPD,425,24.8,SPD,416,24.3,AfD,213,12.4,LINKE,210,12.3,CDU,136,7.9,FDP,51,3.0,GRÜNE,261,15.2,andere Parteien,13,1712,163,2594,1725,100.0,66.5
14524290,"Waldenburg, Stadt",SPD,572,22.7,SPD,374,14.8,AfD,318,12.6,CDU,312,12.4,FDP,301,11.9,LINKE,136,5.4,GRÜNE,510,20.2,andere Parteien,22,2523,SPD,644,25.5,SPD,628,24.9,AfD,325,12.9,CDU,310,12.3,LINKE,171,6.8,FDP,95,3.8,GRÜNE,350,13.9,andere Parteien,22,2523,165,3339,2545,100.0,76.2
14524300,"Werdau, Stadt",SPD,3094,25.1,SPD,1553,12.6,LINKE,1528,12.4,CDU,1513,12.3,FDP,1440,11.7,AfD,495,4.0,GRÜNE,2727,22.1,andere Parteien,143,12350,SPD,3116,25.2,SPD,3088,25.0,AfD,1556,12.6,LINKE,1540,12.5,CDU,871,7.0,FDP,312,2.5,GRÜNE,1874,15.2,andere Parteien,136,12357,165,16624,12493,100.0,75.2
14524310,"Wildenfels, Stadt",SPD,625,24.3,SPD,415,16.1,AfD,339,13.2,FDP,320,12.4,LINKE,319,12.4,CDU,107,4.2,GRÜNE,448,17.4,andere Parteien,23,2573,SPD,649,25.2,SPD,634,24.6,AfD,323,12.5,CDU,321,12.5,LINKE,196,7.6,FDP,62,2.4,GRÜNE,389,15.1,andere Parteien,22,2574,165,2964,2596,100.0,87.6
14524320,"Wilkau-Haßlau, Stadt",SPD,1436,25.2,SPD,736,12.9,FDP,708,12.4,CDU,703,12.4,LINKE,700,12.3,AfD,236,4.1,GRÜNE,1171,20.6,andere Parteien,54,5690,SPD,1415,24.9,SPD,1404,24.7,AfD,704,12.4,CDU,702,12.4,LINKE,457,8.0,FDP,134,2.4,GRÜNE,865,15.2,andere Parteien,63,5681,165,8322,5744,100.0,69.0
14524330,"Zwickau, Stadt",SPD,10905,24.8,SPD,5733,13.0,AfD,5531,12.6,CDU,5531,12.6,FDP,5489,12.5,LINKE,2125,4.8,GRÜNE,8673,19.7,andere Parteien,450,43987,AfD,11075,25.2,AfD,10938,24.9,SPD,5493,12.5,CDU,5474,12.4,LINKE,3203,7.3,FDP,1400,3.2,GRÜNE,6401,14.6,andere Parteien,453,43984,165,71286,44437,100.0,62.3
14612000,Dresden,AfD,65747,24.9,AfD,65702,24.9,SPD,32974,12.5,LINKE,32792,12.4,CDU,20843,7.9,GRÜNE,19156,7.3,FDP,26668,10.1,andere Parteien,2691,263882,AfD,66107,25.0,AfD,65880,25.0,SPD,33096,12.5,LINKE,32946,12.5,CDU,26112,9.9,FDP,22965,8.7,GRÜNE,16803,6.4,andere Parteien,2664,263909,159-160,426000,266573,100.0,62.6
14625010,Arnsdorf,SPD,629,24.9,SPD,623,24.7,AfD,319,12.6,CDU,319,12.6,LINKE,155,6.1,FDP,93,3.7,GRÜNE,388,15.4,andere Parteien,27,2526,AfD,639,25.3,AfD,626,24.8,SPD,324,12.9,CDU,323,12.8,LINKE,238,9.4,FDP,102,4.0,GRÜNE,269,10.7,andere Parteien,32,2521,160,3982,2553,100.0,64.1
14625020,"Bautzen, Stadt",AfD,4883,25.4,AfD,4771,24.8,SPD,2423,12.6,CDU,2378,12.4,LINKE,1171,6.1,FDP,475,2.5,GRÜNE,3116,16.2,andere Parteien,179,19217,AfD,4781,24.9,AfD,4735,24.6,SPD,2438,12.7,CDU,2400,12.5,LINKE,1497,7.8,FDP,616,3.2,GRÜNE,2758,14.3,andere Parteien,171,19225,156,31313,19396,100.0,61.9
14625030,"Bernsdorf, Stadt",AfD,988,24.9,AfD,984,24.8,SPD,505,12.7,LINKE,490,12.4,CDU,170,4.3,FDP,57,1.4,GRÜNE,772,19.5,andere Parteien,44,3966,SPD,992,25.0,SPD,989,24.9,AfD,500,12.6,LINKE,494,12.4,CDU,232,5.8,FDP,71,1.8,GRÜNE,695,17.5,andere Parteien,37,3973,156,5322,4010,100.0,75.3
14625040,"Bischofswerda, Stadt",AfD,1506,24.9,AfD,1502,24.8,SPD,757,12.5,LINKE,754,12.5,CDU,372,6.1,FDP,116,1.9,GRÜNE,1043,17.2,andere Parteien,66,6050,SPD,1522,25.1,SPD,1507,24.9,AfD,756,12.5,LINKE,753,12.4,CDU,446,7.4,FDP,151,2.5,GRÜNE,924,15.3,andere Parteien,57,6059,156,9034,6116,100.0,67.7
14625060,Burkau,AfD,371,24.5,AfD,367,24.3,SPD,191,12.6,LINKE,188,12.4,CDU,81,5.4,FDP,24,1.6,GRÜNE,291,19.2,andere Parteien,16,1513,SPD,380,25.2,SPD,371,24.6,AfD,187,12.4,CDU,187,12.4,LINKE,111,7.4,FDP,23,1.5,GRÜNE,251,16.6,andere Parteien,19,1510,156,2187,1529,100.0,69.9
14625080,Crostwitz,AfD,152,25.2,AfD,147,24.4,SPD,76,12.6,LINKE,72,12.0,CDU,40,6.6,FDP,12,2.0,GRÜNE,103,17.1,andere Parteien,9,602,SPD,148,24.5,SPD,144,23.8,AfD,79,13.1,CDU,75,12.4,LINKE,55,9.1,FDP,20,3.3,GRÜNE,83,13.7,andere Parteien,7,604,156,832,611,100.0,73.4
14625090,Cunewalde,AfD,705,24.7,AfD,689,24.1,SPD,366,12.8,LINKE,359,12.6,CDU,185,6.5,FDP,48,1.7,GRÜNE,503,17.6,andere Parteien,30,2855,AfD,726,25.4,AfD,707,24.7,SPD,357,12.5,CDU,350,12.2,LINKE,209,7.3,FDP,49,1.7,GRÜNE,462,16.2,andere Parteien,25,2860,156,3896,2885,100.0,74.1
